province,year,biweek,date_sick,cases
20,2012,26,2012-12-17,46
20,2013,1,2013-01-01,63
20,2013,2,2013-01-15,35
20,2013,3,2013-01-29,38
20,2013,4,2013-02-12,40
20,2013,5,2013-02-26,30
20,2013,6,2013-03-12,39
20,2013,7,2013-03-26,43
20,2013,8,2013-04-09,51
20,2013,9,2013-04-23,44
20,2013,10,2013-05-07,47
20,2013,11,2013-05-21,76
20,2013,12,2013-06-04,78
20,2013,13,2013-06-18,84
20,2013,14,2013-07-02,74
20,2013,15,2013-07-16,57
20,2013,16,2013-07-30,80
20,2013,17,2013-08-13,101
20,2013,18,2013-08-27,121
20,2013,19,2013-09-10,76
20,2013,20,2013-09-24,54
20,2013,21,2013-10-08,51
20,2013,22,2013-10-22,55
20,2013,23,2013-11-05,52
20,2013,24,2013-11-19,32
20,2013,25,2013-12-03,21
20,2013,26,2013-12-17,12
21,2006,1,2006-01-01,7
21,2006,2,2006-01-15,5
21,2006,3,2006-01-29,4
21,2006,4,2006-02-12,9
21,2006,5,2006-02-26,11
21,2006,6,2006-03-12,13
21,2006,7,2006-03-26,13
21,2006,8,2006-04-09,11
21,2006,9,2006-04-23,18
21,2006,10,2006-05-07,23
21,2006,11,2006-05-21,27
21,2006,12,2006-06-04,35
21,2006,13,2006-06-18,34
21,2006,14,2006-07-02,39
21,2006,15,2006-07-16,36
21,2006,16,2006-07-30,36
21,2006,17,2006-08-13,16
21,2006,18,2006-08-27,18
21,2006,19,2006-09-10,9
21,2006,20,2006-09-24,6
21,2006,21,2006-10-08,8
21,2006,22,2006-10-22,15
21,2006,23,2006-11-05,20
21,2006,24,2006-11-19,9
21,2006,25,2006-12-03,13
21,2006,26,2006-12-17,7
21,2007,1,2007-01-01,6
21,2007,2,2007-01-15,4
21,2007,3,2007-01-29,4
21,2007,4,2007-02-12,4
21,2007,5,2007-02-26,4
21,2007,6,2007-03-12,2
21,2007,7,2007-03-26,3
21,2007,8,2007-04-09,2
21,2007,9,2007-04-23,19
21,2007,10,2007-05-07,25
21,2007,11,2007-05-21,56
21,2007,12,2007-06-04,80
21,2007,13,2007-06-18,87
21,2007,14,2007-07-02,78
21,2007,15,2007-07-16,73
21,2007,16,2007-07-30,46
21,2007,17,2007-08-13,37
21,2007,18,2007-08-27,33
21,2007,19,2007-09-10,42
21,2007,20,2007-09-24,19
21,2007,21,2007-10-08,23
21,2007,22,2007-10-22,24
21,2007,23,2007-11-05,18
21,2007,24,2007-11-19,21
21,2007,25,2007-12-03,9
21,2007,26,2007-12-17,5
21,2008,1,2008-01-01,17
21,2008,2,2008-01-15,17
21,2008,3,2008-01-29,15
21,2008,4,2008-02-12,15
21,2008,5,2008-02-26,18
21,2008,6,2008-03-12,18
21,2008,7,2008-03-26,29
21,2008,8,2008-04-09,38
21,2008,9,2008-04-23,36
21,2008,10,2008-05-07,80
21,2008,11,2008-05-21,123
21,2008,12,2008-06-04,160
21,2008,13,2008-06-18,116
21,2008,14,2008-07-02,97
21,2008,15,2008-07-16,80
21,2008,16,2008-07-30,92
21,2008,17,2008-08-13,62
21,2008,18,2008-08-27,43
21,2008,19,2008-09-10,30
21,2008,20,2008-09-24,19
21,2008,21,2008-10-08,21
21,2008,22,2008-10-22,24
21,2008,23,2008-11-05,27
21,2008,24,2008-11-19,18
21,2008,25,2008-12-03,20
21,2008,26,2008-12-17,27
21,2009,1,2009-01-01,15
21,2009,2,2009-01-15,13
21,2009,3,2009-01-29,9
21,2009,4,2009-02-12,8
21,2009,5,2009-02-26,11
21,2009,6,2009-03-12,7
21,2009,7,2009-03-26,14
21,2009,8,2009-04-09,14
21,2009,9,2009-04-23,23
21,2009,10,2009-05-07,36
21,2009,11,2009-05-21,41
21,2009,12,2009-06-04,35
21,2009,13,2009-06-18,43
21,2009,14,2009-07-02,36
21,2009,15,2009-07-16,19
21,2009,16,2009-07-30,26
21,2009,17,2009-08-13,22
21,2009,18,2009-08-27,16
21,2009,19,2009-09-10,17
21,2009,20,2009-09-24,11
21,2009,21,2009-10-08,14
21,2009,22,2009-10-22,23
21,2009,23,2009-11-05,24
21,2009,24,2009-11-19,16
21,2009,25,2009-12-03,12
21,2009,26,2009-12-17,2
21,2010,1,2010-01-01,19
21,2010,2,2010-01-15,18
21,2010,3,2010-01-29,10
21,2010,4,2010-02-12,10
21,2010,5,2010-02-26,17
21,2010,6,2010-03-12,25
21,2010,7,2010-03-26,14
21,2010,8,2010-04-09,22
21,2010,9,2010-04-23,34
21,2010,10,2010-05-07,47
21,2010,11,2010-05-21,54
21,2010,12,2010-06-04,86
21,2010,13,2010-06-18,84
21,2010,14,2010-07-02,103
21,2010,15,2010-07-16,114
21,2010,16,2010-07-30,63
21,2010,17,2010-08-13,86
21,2010,18,2010-08-27,78
21,2010,19,2010-09-10,52
21,2010,20,2010-09-24,55
21,2010,21,2010-10-08,43
21,2010,22,2010-10-22,31
21,2010,23,2010-11-05,41
21,2010,24,2010-11-19,39
21,2010,25,2010-12-03,32
21,2010,26,2010-12-17,12
21,2011,1,2011-01-01,19
21,2011,2,2011-01-15,13
21,2011,3,2011-01-29,9
21,2011,4,2011-02-12,15
21,2011,5,2011-02-26,19
21,2011,6,2011-03-12,13
21,2011,7,2011-03-26,12
21,2011,8,2011-04-09,24
21,2011,9,2011-04-23,32
21,2011,10,2011-05-07,32
21,2011,11,2011-05-21,35
21,2011,12,2011-06-04,45
21,2011,13,2011-06-18,73
21,2011,14,2011-07-02,54
21,2011,15,2011-07-16,78
21,2011,16,2011-07-30,52
21,2011,17,2011-08-13,41
21,2011,18,2011-08-27,33
21,2011,19,2011-09-10,25
21,2011,20,2011-09-24,18
21,2011,21,2011-10-08,22
21,2011,22,2011-10-22,29
21,2011,23,2011-11-05,36
21,2011,24,2011-11-19,25
21,2011,25,2011-12-03,22
21,2011,26,2011-12-17,13
21,2012,1,2012-01-01,23
21,2012,2,2012-01-15,8
21,2012,3,2012-01-29,14
21,2012,4,2012-02-12,13
21,2012,5,2012-02-26,20
21,2012,6,2012-03-12,17
21,2012,7,2012-03-26,19
21,2012,8,2012-04-09,28
21,2012,9,2012-04-23,35
21,2012,10,2012-05-07,34
21,2012,11,2012-05-21,44
21,2012,12,2012-06-04,50
21,2012,13,2012-06-18,67
21,2012,14,2012-07-02,74
21,2012,15,2012-07-16,79
21,2012,16,2012-07-30,67
21,2012,17,2012-08-13,77
21,2012,18,2012-08-27,56
21,2012,19,2012-09-10,31
21,2012,20,2012-09-24,39
21,2012,21,2012-10-08,52
21,2012,22,2012-10-22,54
21,2012,23,2012-11-05,52
21,2012,24,2012-11-19,70
21,2012,25,2012-12-03,62
21,2012,26,2012-12-17,43
21,2013,1,2013-01-01,51
21,2013,2,2013-01-15,60
21,2013,3,2013-01-29,33
21,2013,4,2013-02-12,29
21,2013,5,2013-02-26,32
21,2013,6,2013-03-12,52
21,2013,7,2013-03-26,31
21,2013,8,2013-04-09,32
21,2013,9,2013-04-23,32
21,2013,10,2013-05-07,28
21,2013,11,2013-05-21,31
21,2013,12,2013-06-04,38
21,2013,13,2013-06-18,66
21,2013,14,2013-07-02,68
21,2013,15,2013-07-16,55
21,2013,16,2013-07-30,59
21,2013,17,2013-08-13,52
21,2013,18,2013-08-27,48
21,2013,19,2013-09-10,38
21,2013,20,2013-09-24,29
21,2013,21,2013-10-08,23
21,2013,22,2013-10-22,22
21,2013,23,2013-11-05,31
21,2013,24,2013-11-19,19
21,2013,25,2013-12-03,18
21,2013,26,2013-12-17,5
22,2006,1,2006-01-01,6
22,2006,2,2006-01-15,2
22,2006,3,2006-01-29,1
22,2006,4,2006-02-12,2
22,2006,5,2006-02-26,10
22,2006,6,2006-03-12,3
22,2006,7,2006-03-26,5
22,2006,8,2006-04-09,2
22,2006,9,2006-04-23,8
22,2006,10,2006-05-07,18
22,2006,11,2006-05-21,23
22,2006,12,2006-06-04,22
22,2006,13,2006-06-18,30
22,2006,14,2006-07-02,10
22,2006,15,2006-07-16,12
22,2006,16,2006-07-30,11
22,2006,17,2006-08-13,10
22,2006,18,2006-08-27,12
22,2006,19,2006-09-10,10
22,2006,20,2006-09-24,5
22,2006,21,2006-10-08,2
22,2006,22,2006-10-22,3
22,2006,23,2006-11-05,3
22,2006,24,2006-11-19,2
22,2006,25,2006-12-03,5
22,2006,26,2006-12-17,0
22,2007,1,2007-01-01,0
22,2007,2,2007-01-15,5
22,2007,3,2007-01-29,0
22,2007,4,2007-02-12,1
22,2007,5,2007-02-26,4
22,2007,6,2007-03-12,4
22,2007,7,2007-03-26,8
22,2007,8,2007-04-09,11
22,2007,9,2007-04-23,23
22,2007,10,2007-05-07,26
22,2007,11,2007-05-21,37
22,2007,12,2007-06-04,47
22,2007,13,2007-06-18,32
22,2007,14,2007-07-02,35
22,2007,15,2007-07-16,23
22,2007,16,2007-07-30,28
22,2007,17,2007-08-13,21
22,2007,18,2007-08-27,22
22,2007,19,2007-09-10,16
22,2007,20,2007-09-24,8
22,2007,21,2007-10-08,12
22,2007,22,2007-10-22,7
22,2007,23,2007-11-05,17
22,2007,24,2007-11-19,10
22,2007,25,2007-12-03,9
22,2007,26,2007-12-17,8
22,2008,1,2008-01-01,2
22,2008,2,2008-01-15,4
22,2008,3,2008-01-29,3
22,2008,4,2008-02-12,10
22,2008,5,2008-02-26,17
22,2008,6,2008-03-12,22
22,2008,7,2008-03-26,23
22,2008,8,2008-04-09,24
22,2008,9,2008-04-23,29
22,2008,10,2008-05-07,49
22,2008,11,2008-05-21,73
22,2008,12,2008-06-04,52
22,2008,13,2008-06-18,61
22,2008,14,2008-07-02,28
22,2008,15,2008-07-16,28
22,2008,16,2008-07-30,18
22,2008,17,2008-08-13,21
22,2008,18,2008-08-27,17
22,2008,19,2008-09-10,12
22,2008,20,2008-09-24,11
22,2008,21,2008-10-08,9
22,2008,22,2008-10-22,3
22,2008,23,2008-11-05,5
22,2008,24,2008-11-19,8
22,2008,25,2008-12-03,1
22,2008,26,2008-12-17,0
22,2009,1,2009-01-01,0
22,2009,2,2009-01-15,0
22,2009,3,2009-01-29,4
22,2009,4,2009-02-12,1
22,2009,5,2009-02-26,2
22,2009,6,2009-03-12,0
22,2009,7,2009-03-26,7
22,2009,8,2009-04-09,6
22,2009,9,2009-04-23,9
22,2009,10,2009-05-07,5
22,2009,11,2009-05-21,16
22,2009,12,2009-06-04,12
22,2009,13,2009-06-18,18
22,2009,14,2009-07-02,9
22,2009,15,2009-07-16,13
22,2009,16,2009-07-30,11
22,2009,17,2009-08-13,24
22,2009,18,2009-08-27,8
22,2009,19,2009-09-10,12
22,2009,20,2009-09-24,10
22,2009,21,2009-10-08,7
22,2009,22,2009-10-22,12
22,2009,23,2009-11-05,11
22,2009,24,2009-11-19,12
22,2009,25,2009-12-03,10
22,2009,26,2009-12-17,15
22,2010,1,2010-01-01,7
22,2010,2,2010-01-15,8
22,2010,3,2010-01-29,13
22,2010,4,2010-02-12,21
22,2010,5,2010-02-26,27
22,2010,6,2010-03-12,18
22,2010,7,2010-03-26,19
22,2010,8,2010-04-09,31
22,2010,9,2010-04-23,52
22,2010,10,2010-05-07,82
22,2010,11,2010-05-21,96
22,2010,12,2010-06-04,117
22,2010,13,2010-06-18,89
22,2010,14,2010-07-02,93
22,2010,15,2010-07-16,78
22,2010,16,2010-07-30,68
22,2010,17,2010-08-13,55
22,2010,18,2010-08-27,44
22,2010,19,2010-09-10,37
22,2010,20,2010-09-24,34
22,2010,21,2010-10-08,19
22,2010,22,2010-10-22,10
22,2010,23,2010-11-05,13
22,2010,24,2010-11-19,9
22,2010,25,2010-12-03,4
22,2010,26,2010-12-17,9
22,2011,1,2011-01-01,14
22,2011,2,2011-01-15,4
22,2011,3,2011-01-29,5
22,2011,4,2011-02-12,3
22,2011,5,2011-02-26,5
22,2011,6,2011-03-12,6
22,2011,7,2011-03-26,2
22,2011,8,2011-04-09,4
22,2011,9,2011-04-23,9
22,2011,10,2011-05-07,44
22,2011,11,2011-05-21,33
22,2011,12,2011-06-04,27
22,2011,13,2011-06-18,31
22,2011,14,2011-07-02,24
22,2011,15,2011-07-16,18
22,2011,16,2011-07-30,22
22,2011,17,2011-08-13,19
22,2011,18,2011-08-27,9
22,2011,19,2011-09-10,8
22,2011,20,2011-09-24,8
22,2011,21,2011-10-08,4
22,2011,22,2011-10-22,7
22,2011,23,2011-11-05,14
22,2011,24,2011-11-19,8
22,2011,25,2011-12-03,1
22,2011,26,2011-12-17,2
22,2012,1,2012-01-01,5
22,2012,2,2012-01-15,4
22,2012,3,2012-01-29,8
22,2012,4,2012-02-12,3
22,2012,5,2012-02-26,6
22,2012,6,2012-03-12,6
22,2012,7,2012-03-26,14
22,2012,8,2012-04-09,14
22,2012,9,2012-04-23,14
22,2012,10,2012-05-07,33
22,2012,11,2012-05-21,46
22,2012,12,2012-06-04,37
22,2012,13,2012-06-18,59
22,2012,14,2012-07-02,46
22,2012,15,2012-07-16,35
22,2012,16,2012-07-30,25
22,2012,17,2012-08-13,14
22,2012,18,2012-08-27,19
22,2012,19,2012-09-10,19
22,2012,20,2012-09-24,11
22,2012,21,2012-10-08,20
22,2012,22,2012-10-22,14
22,2012,23,2012-11-05,13
22,2012,24,2012-11-19,7
22,2012,25,2012-12-03,6
22,2012,26,2012-12-17,4
22,2013,1,2013-01-01,8
22,2013,2,2013-01-15,5
22,2013,3,2013-01-29,3
22,2013,4,2013-02-12,11
22,2013,5,2013-02-26,14
22,2013,6,2013-03-12,14
22,2013,7,2013-03-26,16
22,2013,8,2013-04-09,12
22,2013,9,2013-04-23,23
22,2013,10,2013-05-07,28
22,2013,11,2013-05-21,57
22,2013,12,2013-06-04,52
22,2013,13,2013-06-18,68
22,2013,14,2013-07-02,72
22,2013,15,2013-07-16,53
22,2013,16,2013-07-30,30
22,2013,17,2013-08-13,38
22,2013,18,2013-08-27,26
22,2013,19,2013-09-10,19
22,2013,20,2013-09-24,17
22,2013,21,2013-10-08,13
22,2013,22,2013-10-22,9
22,2013,23,2013-11-05,9
22,2013,24,2013-11-19,5
22,2013,25,2013-12-03,3
22,2013,26,2013-12-17,2
23,2006,1,2006-01-01,7
23,2006,2,2006-01-15,1
23,2006,3,2006-01-29,3
23,2006,4,2006-02-12,0
23,2006,5,2006-02-26,1
23,2006,6,2006-03-12,0
23,2006,7,2006-03-26,0
23,2006,8,2006-04-09,3
23,2006,9,2006-04-23,5
23,2006,10,2006-05-07,9
23,2006,11,2006-05-21,3
23,2006,12,2006-06-04,5
23,2006,13,2006-06-18,1
23,2006,14,2006-07-02,4
23,2006,15,2006-07-16,1
23,2006,16,2006-07-30,3
23,2006,17,2006-08-13,7
23,2006,18,2006-08-27,8
23,2006,19,2006-09-10,2
23,2006,20,2006-09-24,5
23,2006,21,2006-10-08,2
23,2006,22,2006-10-22,6
23,2006,23,2006-11-05,6
23,2006,24,2006-11-19,3
23,2006,25,2006-12-03,2
23,2006,26,2006-12-17,0
23,2007,1,2007-01-01,6
23,2007,2,2007-01-15,0
23,2007,3,2007-01-29,4
23,2007,4,2007-02-12,2
23,2007,5,2007-02-26,4
23,2007,6,2007-03-12,7
23,2007,7,2007-03-26,8
23,2007,8,2007-04-09,0
23,2007,9,2007-04-23,7
23,2007,10,2007-05-07,4
23,2007,11,2007-05-21,2
23,2007,12,2007-06-04,6
23,2007,13,2007-06-18,3
23,2007,14,2007-07-02,1
23,2007,15,2007-07-16,1
23,2007,16,2007-07-30,0
23,2007,17,2007-08-13,2
23,2007,18,2007-08-27,6
23,2007,19,2007-09-10,1
23,2007,20,2007-09-24,3
23,2007,21,2007-10-08,2
23,2007,22,2007-10-22,5
23,2007,23,2007-11-05,1
23,2007,24,2007-11-19,1
23,2007,25,2007-12-03,5
23,2007,26,2007-12-17,0
23,2008,1,2008-01-01,7
23,2008,2,2008-01-15,3
23,2008,3,2008-01-29,6
23,2008,4,2008-02-12,2
23,2008,5,2008-02-26,5
23,2008,6,2008-03-12,10
23,2008,7,2008-03-26,8
23,2008,8,2008-04-09,14
23,2008,9,2008-04-23,11
23,2008,10,2008-05-07,23
23,2008,11,2008-05-21,20
23,2008,12,2008-06-04,10
23,2008,13,2008-06-18,12
23,2008,14,2008-07-02,8
23,2008,15,2008-07-16,6
23,2008,16,2008-07-30,8
23,2008,17,2008-08-13,3
23,2008,18,2008-08-27,4
23,2008,19,2008-09-10,3
23,2008,20,2008-09-24,4
23,2008,21,2008-10-08,2
23,2008,22,2008-10-22,1
23,2008,23,2008-11-05,3
23,2008,24,2008-11-19,3
23,2008,25,2008-12-03,2
23,2008,26,2008-12-17,1
23,2009,1,2009-01-01,0
23,2009,2,2009-01-15,1
23,2009,3,2009-01-29,1
23,2009,4,2009-02-12,0
23,2009,5,2009-02-26,2
23,2009,6,2009-03-12,1
23,2009,7,2009-03-26,1
23,2009,8,2009-04-09,2
23,2009,9,2009-04-23,6
23,2009,10,2009-05-07,6
23,2009,11,2009-05-21,8
23,2009,12,2009-06-04,7
23,2009,13,2009-06-18,8
23,2009,14,2009-07-02,5
23,2009,15,2009-07-16,7
23,2009,16,2009-07-30,5
23,2009,17,2009-08-13,5
23,2009,18,2009-08-27,1
23,2009,19,2009-09-10,2
23,2009,20,2009-09-24,3
23,2009,21,2009-10-08,2
23,2009,22,2009-10-22,3
23,2009,23,2009-11-05,3
23,2009,24,2009-11-19,2
23,2009,25,2009-12-03,1
23,2009,26,2009-12-17,3
23,2010,1,2010-01-01,3
23,2010,2,2010-01-15,2
23,2010,3,2010-01-29,5
23,2010,4,2010-02-12,2
23,2010,5,2010-02-26,2
23,2010,6,2010-03-12,4
23,2010,7,2010-03-26,5
23,2010,8,2010-04-09,12
23,2010,9,2010-04-23,11
23,2010,10,2010-05-07,10
23,2010,11,2010-05-21,14
23,2010,12,2010-06-04,15
23,2010,13,2010-06-18,17
23,2010,14,2010-07-02,26
23,2010,15,2010-07-16,23
23,2010,16,2010-07-30,19
23,2010,17,2010-08-13,13
23,2010,18,2010-08-27,16
23,2010,19,2010-09-10,8
23,2010,20,2010-09-24,9
23,2010,21,2010-10-08,8
23,2010,22,2010-10-22,5
23,2010,23,2010-11-05,2
23,2010,24,2010-11-19,0
23,2010,25,2010-12-03,4
23,2010,26,2010-12-17,0
23,2011,1,2011-01-01,3
23,2011,2,2011-01-15,2
23,2011,3,2011-01-29,2
23,2011,4,2011-02-12,1
23,2011,5,2011-02-26,2
23,2011,6,2011-03-12,3
23,2011,7,2011-03-26,6
23,2011,8,2011-04-09,6
23,2011,9,2011-04-23,8
23,2011,10,2011-05-07,9
23,2011,11,2011-05-21,8
23,2011,12,2011-06-04,7
23,2011,13,2011-06-18,19
23,2011,14,2011-07-02,10
23,2011,15,2011-07-16,8
23,2011,16,2011-07-30,9
23,2011,17,2011-08-13,6
23,2011,18,2011-08-27,8
23,2011,19,2011-09-10,4
23,2011,20,2011-09-24,3
23,2011,21,2011-10-08,9
23,2011,22,2011-10-22,2
23,2011,23,2011-11-05,2
23,2011,24,2011-11-19,1
23,2011,25,2011-12-03,6
23,2011,26,2011-12-17,3
23,2012,1,2012-01-01,2
23,2012,2,2012-01-15,1
23,2012,3,2012-01-29,2
23,2012,4,2012-02-12,0
23,2012,5,2012-02-26,3
23,2012,6,2012-03-12,3
23,2012,7,2012-03-26,4
23,2012,8,2012-04-09,9
23,2012,9,2012-04-23,9
23,2012,10,2012-05-07,6
23,2012,11,2012-05-21,4
23,2012,12,2012-06-04,9
23,2012,13,2012-06-18,13
23,2012,14,2012-07-02,9
23,2012,15,2012-07-16,11
23,2012,16,2012-07-30,3
23,2012,17,2012-08-13,4
23,2012,18,2012-08-27,6
23,2012,19,2012-09-10,1
23,2012,20,2012-09-24,8
23,2012,21,2012-10-08,2
23,2012,22,2012-10-22,3
23,2012,23,2012-11-05,8
23,2012,24,2012-11-19,6
23,2012,25,2012-12-03,7
23,2012,26,2012-12-17,3
23,2013,1,2013-01-01,6
23,2013,2,2013-01-15,2
23,2013,3,2013-01-29,3
23,2013,4,2013-02-12,2
23,2013,5,2013-02-26,13
23,2013,6,2013-03-12,7
23,2013,7,2013-03-26,4
23,2013,8,2013-04-09,13
23,2013,9,2013-04-23,17
23,2013,10,2013-05-07,29
23,2013,11,2013-05-21,22
23,2013,12,2013-06-04,23
23,2013,13,2013-06-18,10
23,2013,14,2013-07-02,13
23,2013,15,2013-07-16,5
23,2013,16,2013-07-30,4
23,2013,17,2013-08-13,6
23,2013,18,2013-08-27,3
23,2013,19,2013-09-10,1
23,2013,20,2013-09-24,1
23,2013,21,2013-10-08,5
23,2013,22,2013-10-22,0
23,2013,23,2013-11-05,5
23,2013,24,2013-11-19,1
23,2013,25,2013-12-03,3
23,2013,26,2013-12-17,1
24,2006,1,2006-01-01,9
24,2006,2,2006-01-15,9
24,2006,3,2006-01-29,6
24,2006,4,2006-02-12,0
24,2006,5,2006-02-26,2
24,2006,6,2006-03-12,2
24,2006,7,2006-03-26,4
24,2006,8,2006-04-09,4
24,2006,9,2006-04-23,9
24,2006,10,2006-05-07,6
24,2006,11,2006-05-21,11
24,2006,12,2006-06-04,21
24,2006,13,2006-06-18,19
24,2006,14,2006-07-02,24
24,2006,15,2006-07-16,29
24,2006,16,2006-07-30,35
24,2006,17,2006-08-13,33
24,2006,18,2006-08-27,31
24,2006,19,2006-09-10,22
24,2006,20,2006-09-24,21
24,2006,21,2006-10-08,34
24,2006,22,2006-10-22,27
24,2006,23,2006-11-05,22
24,2006,24,2006-11-19,19
24,2006,25,2006-12-03,12
24,2006,26,2006-12-17,10
24,2007,1,2007-01-01,4
24,2007,2,2007-01-15,12
24,2007,3,2007-01-29,4
24,2007,4,2007-02-12,2
24,2007,5,2007-02-26,7
24,2007,6,2007-03-12,2
24,2007,7,2007-03-26,5
24,2007,8,2007-04-09,12
24,2007,9,2007-04-23,13
24,2007,10,2007-05-07,24
24,2007,11,2007-05-21,38
24,2007,12,2007-06-04,63
24,2007,13,2007-06-18,50
24,2007,14,2007-07-02,48
24,2007,15,2007-07-16,44
24,2007,16,2007-07-30,38
24,2007,17,2007-08-13,27
24,2007,18,2007-08-27,29
24,2007,19,2007-09-10,17
24,2007,20,2007-09-24,22
24,2007,21,2007-10-08,12
24,2007,22,2007-10-22,21
24,2007,23,2007-11-05,35
24,2007,24,2007-11-19,33
24,2007,25,2007-12-03,13
24,2007,26,2007-12-17,10
24,2008,1,2008-01-01,7
24,2008,2,2008-01-15,10
24,2008,3,2008-01-29,13
24,2008,4,2008-02-12,20
24,2008,5,2008-02-26,17
24,2008,6,2008-03-12,23
24,2008,7,2008-03-26,32
24,2008,8,2008-04-09,29
24,2008,9,2008-04-23,18
24,2008,10,2008-05-07,28
24,2008,11,2008-05-21,34
24,2008,12,2008-06-04,64
24,2008,13,2008-06-18,122
24,2008,14,2008-07-02,91
24,2008,15,2008-07-16,80
24,2008,16,2008-07-30,66
24,2008,17,2008-08-13,60
24,2008,18,2008-08-27,83
24,2008,19,2008-09-10,50
24,2008,20,2008-09-24,38
24,2008,21,2008-10-08,50
24,2008,22,2008-10-22,33
24,2008,23,2008-11-05,15
24,2008,24,2008-11-19,23
24,2008,25,2008-12-03,16
24,2008,26,2008-12-17,21
24,2009,1,2009-01-01,9
24,2009,2,2009-01-15,7
24,2009,3,2009-01-29,15
24,2009,4,2009-02-12,10
24,2009,5,2009-02-26,12
24,2009,6,2009-03-12,10
24,2009,7,2009-03-26,5
24,2009,8,2009-04-09,11
24,2009,9,2009-04-23,10
24,2009,10,2009-05-07,8
24,2009,11,2009-05-21,23
24,2009,12,2009-06-04,42
24,2009,13,2009-06-18,30
24,2009,14,2009-07-02,32
24,2009,15,2009-07-16,15
24,2009,16,2009-07-30,27
24,2009,17,2009-08-13,36
24,2009,18,2009-08-27,21
24,2009,19,2009-09-10,20
24,2009,20,2009-09-24,26
24,2009,21,2009-10-08,20
24,2009,22,2009-10-22,19
24,2009,23,2009-11-05,27
24,2009,24,2009-11-19,18
24,2009,25,2009-12-03,10
24,2009,26,2009-12-17,8
24,2010,1,2010-01-01,17
24,2010,2,2010-01-15,14
24,2010,3,2010-01-29,19
24,2010,4,2010-02-12,25
24,2010,5,2010-02-26,19
24,2010,6,2010-03-12,17
24,2010,7,2010-03-26,21
24,2010,8,2010-04-09,15
24,2010,9,2010-04-23,19
24,2010,10,2010-05-07,18
24,2010,11,2010-05-21,18
24,2010,12,2010-06-04,29
24,2010,13,2010-06-18,26
24,2010,14,2010-07-02,39
24,2010,15,2010-07-16,51
24,2010,16,2010-07-30,49
24,2010,17,2010-08-13,62
24,2010,18,2010-08-27,52
24,2010,19,2010-09-10,46
24,2010,20,2010-09-24,53
24,2010,21,2010-10-08,41
24,2010,22,2010-10-22,35
24,2010,23,2010-11-05,22
24,2010,24,2010-11-19,17
24,2010,25,2010-12-03,0
24,2010,26,2010-12-17,0
24,2011,1,2011-01-01,21
24,2011,2,2011-01-15,13
24,2011,3,2011-01-29,11
24,2011,4,2011-02-12,13
24,2011,5,2011-02-26,13
24,2011,6,2011-03-12,10
24,2011,7,2011-03-26,9
24,2011,8,2011-04-09,20
24,2011,9,2011-04-23,30
24,2011,10,2011-05-07,44
24,2011,11,2011-05-21,81
24,2011,12,2011-06-04,95
24,2011,13,2011-06-18,103
24,2011,14,2011-07-02,134
24,2011,15,2011-07-16,90
24,2011,16,2011-07-30,88
24,2011,17,2011-08-13,97
24,2011,18,2011-08-27,74
24,2011,19,2011-09-10,79
24,2011,20,2011-09-24,52
24,2011,21,2011-10-08,53
24,2011,22,2011-10-22,52
24,2011,23,2011-11-05,58
24,2011,24,2011-11-19,53
24,2011,25,2011-12-03,39
24,2011,26,2011-12-17,5
24,2012,1,2012-01-01,19
24,2012,2,2012-01-15,11
24,2012,3,2012-01-29,13
24,2012,4,2012-02-12,11
24,2012,5,2012-02-26,18
24,2012,6,2012-03-12,14
24,2012,7,2012-03-26,18
24,2012,8,2012-04-09,12
24,2012,9,2012-04-23,22
24,2012,10,2012-05-07,27
24,2012,11,2012-05-21,25
24,2012,12,2012-06-04,36
24,2012,13,2012-06-18,63
24,2012,14,2012-07-02,78
24,2012,15,2012-07-16,69
24,2012,16,2012-07-30,67
24,2012,17,2012-08-13,71
24,2012,18,2012-08-27,59
24,2012,19,2012-09-10,45
24,2012,20,2012-09-24,53
24,2012,21,2012-10-08,40
24,2012,22,2012-10-22,32
24,2012,23,2012-11-05,42
24,2012,24,2012-11-19,24
24,2012,25,2012-12-03,23
24,2012,26,2012-12-17,7
24,2013,1,2013-01-01,9
24,2013,2,2013-01-15,11
24,2013,3,2013-01-29,9
24,2013,4,2013-02-12,7
24,2013,5,2013-02-26,11
24,2013,6,2013-03-12,7
24,2013,7,2013-03-26,19
24,2013,8,2013-04-09,8
24,2013,9,2013-04-23,6
24,2013,10,2013-05-07,13
24,2013,11,2013-05-21,25
24,2013,12,2013-06-04,25
24,2013,13,2013-06-18,23
24,2013,14,2013-07-02,22
24,2013,15,2013-07-16,32
24,2013,16,2013-07-30,30
24,2013,17,2013-08-13,25
24,2013,18,2013-08-27,18
24,2013,19,2013-09-10,21
24,2013,20,2013-09-24,13
24,2013,21,2013-10-08,6
24,2013,22,2013-10-22,16
24,2013,23,2013-11-05,13
24,2013,24,2013-11-19,4
24,2013,25,2013-12-03,4
24,2013,26,2013-12-17,1
25,2006,1,2006-01-01,5
25,2006,2,2006-01-15,4
25,2006,3,2006-01-29,0
25,2006,4,2006-02-12,1
25,2006,5,2006-02-26,2
25,2006,6,2006-03-12,2
25,2006,7,2006-03-26,5
25,2006,8,2006-04-09,3
25,2006,9,2006-04-23,9
25,2006,10,2006-05-07,23
25,2006,11,2006-05-21,10
25,2006,12,2006-06-04,16
25,2006,13,2006-06-18,13
25,2006,14,2006-07-02,13
25,2006,15,2006-07-16,3
